,rate
33135,0
13608,0
49704,1
25050,0
34379,0
6384,0
11700,0
30883,1
33656,1
33416,1
46832,1
28038,0
27962,0
16763,0
4032,0
32878,1
43835,1
30529,1
31158,0
32186,1
18826,0
8403,0
49657,1
29876,1
45589,1
35009,1
34367,1
44500,0
25414,0
28275,0
49542,1
13601,0
44393,1
23294,0
3547,0
44933,0
30317,1
33318,1
7152,0
2024,0
24392,0
37550,0
30270,1
32355,1
45166,1
7807,0
47718,1
11124,0
31776,1
31781,1
25379,0
21080,0
45156,1
49281,1
45500,0
44577,1
7728,0
40803,0
41384,0
29357,1
29883,0
38704,0
44943,1
35336,1
44945,1
43590,1
35190,1
48246,1
40326,0
9896,0
5287,0
43856,1
30189,1
48074,1
35699,0
35707,1
32074,1
34510,1
43976,1
44920,1
38693,1
32213,1
32056,1
17402,0
48101,0
45119,1
44953,1
38378,0
48382,1
9722,0
34964,1
48982,1
12694,0
21232,0
20205,0
34462,1
7295,0
33813,1
47353,1
1037,0
47180,1
45776,1
12391,0
34712,1
45289,0
40098,0
6360,0
23873,0
43909,1
44571,1
28900,1
20902,0
43708,0
48433,1
29748,1
821,0
33408,1
44601,1
48553,1
38557,1
31977,1
34089,1
40470,0
7553,0
36174,1
32905,1
29433,1
3615,0
17278,0
21536,0
43276,0
22729,0
36367,1
6618,0
48567,1
14350,0
43755,1
43629,1
35517,0
2375,0
47281,1
45513,0
3302,0
34570,0
46534,1
48934,1
27324,0
1505,0
33571,0
44030,0
19089,0
29196,1
46734,1
18025,0
36264,1
49871,1
31834,1
33845,1
45298,1
34894,1
44897,0
29413,1
43996,1
47544,1
29586,1
45095,1
25667,0
48510,1
32098,1
47973,1
13685,0
31120,1
49386,1
45000,1
31337,1
22421,0
35998,1
49862,1
29533,1
43018,0
31922,1
31629,1
4927,0
46275,1
20220,0
16934,0
35596,1
30036,1
43640,1
47431,1
36873,0
34816,1
26592,0
24845,0
40856,0
43375,1
13949,0
23885,0
30718,1
38629,1
49945,1
45358,0
4461,0
48972,1
28546,1
42846,0
44715,1
35972,1
26362,0
30806,1
46990,1
34488,1
14728,0
34905,1
3491,0
29103,0
14590,0
12885,0
48741,1
17172,0
5599,0
34274,1
46013,1
5043,0
31874,1
46198,1
48793,1
28627,1
47106,1
28926,0
16338,0
13543,0
31489,0
47452,1
31087,1
46333,0
49978,0
46442,1
38564,1
49683,1
6537,0
20043,0
35267,0
43662,1
47640,0
22533,0
37872,0
22127,0
48207,1
49342,1
3824,0
42117,0
39781,0
39366,0
34879,1
39882,0
31179,1
13300,0
36085,1
48317,0
41935,0
10378,0
29539,1
47782,1
44905,1
34721,1
38928,0
28332,0
35243,1
27985,0
34493,0
26842,0
17092,0
35498,0
29354,1
34776,0
25392,0
7915,0
34642,1
42194,0
15180,0
45083,0
38729,1
17153,0
31770,1
46651,1
48383,1
18733,0
48762,0
41052,0
41157,0
35503,1
43914,0
30719,1
27587,0
3640,0
5685,0
44793,1
38795,0
28994,1
20883,0
30497,1
43866,1
15674,0
3409,0
5649,0
33393,1
30550,0
49840,1
47958,0
12604,0
35889,1
48455,1
48004,1
9156,0
40832,0
1482,0
36241,1
28488,1
35940,1
49860,0
30066,0
30319,1
47043,1
49752,1
4853,0
32453,0
45357,1
34359,1
14986,0
44636,1
48363,1
9656,0
29201,1
38585,1
34824,1
48601,0
39540,0
13889,0
49730,0
49266,1
35195,0
45223,1
13903,0
30055,0
2973,0
46906,1
33610,1
49705,0
660,0
29306,0
38697,1
35570,1
36009,1
43634,0
35882,1
22617,0
17931,0
38810,0
37313,0
35487,1
44105,1
37287,0
48195,1
48766,1
6466,0
47302,1
32517,1
43531,0
46192,1
19587,0
45278,1
46164,0
32205,1
47978,1
44033,1
39507,0
49300,1
41959,0
45818,1
27016,0
32414,1
16905,0
30272,0
21953,0
45555,1
47580,1
31117,1
4917,0
6659,0
30553,1
23213,0
22285,0
22797,0
49299,1
49841,1
29296,1
45646,1
6176,0
34633,1
35725,1
49314,1
30724,1
45075,0
40102,0
29474,0
30293,0
31793,1
49523,1
135,0
46864,1
23682,0
34475,1
16799,0
49750,1
9215,0
31121,1
38612,1
38011,0
2563,0
48967,1
43894,1
47010,1
40424,0
49478,1
46584,1
34553,1
49128,0
28832,1
33249,1
33537,1
47514,1
26630,0
34966,1
40649,0
44730,1
47791,1
36018,1
35844,0
32847,1
44235,1
38617,1
30183,0
2459,0
44525,1
45805,0
774,0
40574,0
45062,1
8530,0
28418,1
1748,0
46207,1
34080,1
44025,1
44692,1
43802,1
30654,0
43293,0
44919,1
39674,0
47195,1
19001,0
46400,0
15814,0
29654,0
28761,1
41433,0
37897,0
44647,1
49869,1
5631,0
35132,0
35071,1
46547,1
36002,0
48221,1
11183,0
34043,1
48276,1
30620,1
30975,0
19693,0
5246,0
32156,0
28995,1
6981,0
3622,0
27092,0
32454,1
19404,0
46638,0
45607,1
28578,1
45511,1
41527,0
44181,0
29352,1
29009,1
35586,1
31110,0
46430,1
33145,1
4507,0
45339,0
15240,0
4878,0
43394,1
39077,0
30580,1
33332,1
13792,0
46477,1
33865,1
35842,1
35713,1
36448,0
1768,0
2661,0
18607,0
47525,1
42365,0
49916,1
33939,1
45144,1
49738,0
35272,1
32902,1
31455,1
31726,1
46278,1
41873,0
39980,0
11339,0
34920,1
8546,0
47443,0
30867,0
35717,1
32435,0
35166,1
30356,0
36050,1
32375,1
29151,0
35826,1
44113,1
47783,1
8470,0
31317,1
5692,0
44121,0
47076,1
15888,0
43736,1
1680,0
49535,0
11664,0
35469,0
38786,0
44074,1
32477,1
33905,0
28745,0
38245,0
36428,0
31860,0
16190,0
45417,1
47957,1
32789,0
49557,1
30773,1
27722,0
14952,0
47576,1
484,0
43922,1
40296,0
47387,1
18735,0
93,0
31636,1
33760,1
45499,0
33420,1
29542,1
30492,1
46775,1
37147,0
25389,0
43483,1
48155,1
46930,1
48000,1
34249,1
29785,1
20693,0
32228,1
32485,1
44876,1
35850,1
46730,1
33010,1
26028,0
44934,0
46080,0
25188,0
29115,1
17073,0
43499,1
32031,1
7220,0
35825,1
19572,0
3072,0
31870,1
33192,1
46873,0
45914,0
16057,0
26862,0
48108,0
34375,1
31835,1
22264,0
45117,1
40136,0
41345,0
7530,0
1921,0
11390,0
5144,0
46682,0
40414,0
34929,1
12416,0
26454,0
29751,1
33331,0
29459,1
12349,0
45100,1
44447,0
47793,1
44774,1
10294,0
48521,1
43689,0
44060,1
49770,1
30710,1
25226,0
15519,0
34211,1
39245,0
35644,0
44972,0
39196,0
43670,1
29290,1
32889,1
47066,1
34254,1
26574,0
5468,0
33920,1
35124,1
19651,0
32193,1
45851,1
42075,0
35679,1
47278,0
16520,0
35829,1
33059,1
29124,1
24183,0
35531,0
30040,1
15653,0
29303,0
16222,0
34619,1
44236,0
36023,0
41870,0
44075,0
44292,1
22910,0
39819,0
35534,1
22008,0
49355,1
32777,0
44984,0
36033,1
33438,1
30201,1
9830,0
29782,1
25270,0
28740,1
44038,1
35530,1
35793,1
35177,1
38655,1
35625,1
2627,0
13476,0
34022,1
48857,1
45610,1
47871,1
11895,0
2589,0
35718,0
30150,1
33998,1
27147,0
7058,0
11897,0
45909,1
30458,1
4323,0
33275,0
30477,1
46379,1
47474,0
33576,1
29123,0
30707,1
47254,1
43205,0
45497,1
13378,0
10380,0
44966,1
25818,0
6916,0
46143,1
34329,0
9264,0
36278,1
48525,1
47512,1
44765,1
33041,1
43936,0
31652,1
35495,1
30481,0
34304,1
29731,1
33735,1
17929,0
22661,0
21479,0
2159,0
46539,1
38558,1
11791,0
11008,0
47347,1
10049,0
9122,0
30592,1
37595,0
36222,0
22592,0
46592,0
48640,1
8133,0
44005,1
14480,0
48046,1
48445,1
49384,1
42009,0
23224,0
46276,1
29052,1
48850,1
22100,0
34250,1
29106,1
43584,1
31002,1
48422,1
28955,1
30443,1
47298,0
46267,1
6818,0
1766,0
32285,0
45069,1
32993,1
27666,0
45679,1
47694,1
48312,1
31176,1
5399,0
33765,1
15869,0
33312,0
43361,1
48643,1
1785,0
14333,0
48407,0
44087,1
36615,0
43963,1
38616,1
46491,1
12747,0
47846,1
47258,1
48848,0
43733,0
49033,1
30469,1
31729,1
32523,1
19044,0
9790,0
32573,1
35685,1
38457,0
29200,0
34862,0
43410,1
47607,0
30436,1
44667,1
1247,0
1510,0
18756,0
19124,0
14991,0
46783,1
26859,0
43881,0
47875,1
38583,1
45632,1
43354,1
1667,0
32481,1
44400,0
31735,1
43557,1
31931,1
32714,1
30290,0
15105,0
23841,0
45222,1
46206,1
29960,0
40608,0
34149,1
31622,1
36361,1
16122,0
30098,1
32891,1
48990,1
44530,1
35362,1
32181,0
45658,0
18690,0
46511,1
47994,0
29532,1
37437,0
33527,1
31560,1
28513,1
32396,1
1110,0
47785,1
23037,0
28494,1
43825,1
20578,0
9251,0
46266,1
28567,1
45798,0
49991,0
34734,1
44604,1
48126,1
4242,0
44742,1
33677,1
48036,1
25817,0
32941,1
45804,1
34116,0
9391,0
32814,0
21524,0
32683,1
25036,0
36364,1
32294,1
34913,1
38797,0
21146,0
16944,0
30774,1
25866,0
7048,0
33848,0
6062,0
24570,0
10834,0
44995,1
49800,1
17247,0
6119,0
19074,0
31569,1
8630,0
46865,1
30781,1
31095,1
46274,1
32192,0
24541,0
43696,1
45247,1
32527,0
15902,0
32949,1
49519,1
41720,0
30413,0
48842,1
34815,1
7605,0
49823,1
26102,0
11229,0
31567,0
31710,1
23758,0
48603,1
42870,0
46120,1
34775,1
5895,0
20696,0
48228,1
27417,0
8722,0
5752,0
338,0
24645,0
30318,1
13098,0
36126,0
34869,1
17832,0
21133,0
3964,0
30942,1
43436,1
24611,0
33081,1
13599,0
44863,1
35235,1
32680,1
48964,1
44762,1
28481,1
44061,1
31679,0
13348,0
29118,1
21461,0
3833,0
49253,0
32255,1
49325,1
49310,0
5568,0
48468,1
31691,1
32821,1
10236,0
4771,0
28241,0
49131,1
45711,1
34561,1
34884,1
43560,1
49597,1
43201,1
47083,0
36323,1
21580,0
19303,0
25337,0
38757,0
38650,1
45201,1
32276,1
34242,1
34774,1
43831,0
49588,0
11988,0
34325,0
47099,1
35609,1
46989,1
38528,1
35340,1
5737,0
33973,1
17196,0
32616,0
31061,1
1210,0
34606,1
10565,0
44574,0
11314,0
28423,1
7066,0
34981,1
33619,1
35735,0
47240,1
46331,0
35847,0
31169,1
49145,1
33321,0
33564,1
29222,0
48690,1
35885,1
47845,1
48767,0
47472,1
15601,0
33450,1
45363,1
45019,0
16744,0
22571,0
2363,0
31588,1
29915,1
24430,0
32955,1
32480,1
4132,0
43580,1
29720,1
36213,1
2523,0
28556,0
28828,1
8981,0
46482,1
30077,1
9549,0
6257,0
22343,0
44361,1
17201,0
49876,1
16454,0
2929,0
11566,0
45258,0
44287,1
46717,1
30923,1
32124,1
18066,0
49001,0
16681,0
28878,1
45998,1
29023,1
27113,0
13245,0
47251,1
30380,1
36240,1
45571,1
40218,0
30607,0
43047,0
8257,0
31497,1
49468,1
35612,1
47819,1
10898,0
36274,1
11213,0
35276,0
46174,1
8758,0
30445,0
17742,0
46409,1
49941,1
44664,0
29345,0
48096,1
35938,1
33790,1
47306,1
48963,1
5691,0
10761,0
11389,0
40466,0
9238,0
34176,1
7144,0
21636,0
49367,0
41950,0
34463,1
9912,0
39236,0
35807,1
28886,1
45726,1
8222,0
45690,1
34247,1
27441,0
623,0
39601,0
8615,0
44164,1
29231,1
2848,0
33862,1
36011,1
47135,1
44085,1
13969,0
8793,0
15369,0
48298,1
8756,0
43137,0
36310,1
27108,0
32597,1
46707,1
35920,0
43995,1
34270,1
28475,0
48702,1
46193,1
28355,0
45023,1
23718,0
30279,1
46464,0
19655,0
46412,1
48774,0
36129,1
48291,0
48662,1
49203,1
44483,1
41446,0
1856,0
17316,0
22706,0
32703,1
32759,0
37778,0
47171,1
39599,0
44952,1
31626,0
49421,1
32478,1
33486,1
44086,1
47491,1
4835,0
33888,1
21877,0
33902,1
33736,0
34757,1
44333,1
36139,1
18481,0
47484,1
29763,1
39588,0
5567,0
29075,0
44172,1
33347,1
45809,0
16366,0
7619,0
44925,1
37325,0
34781,0
34624,1
43421,1
12080,0
30914,1
29338,0
31319,1
49210,1
33992,1
5426,0
48117,1
46759,1
33179,1
8849,0
46358,0
29722,0
18726,0
27059,0
46269,1
29275,1
32309,1
35265,1
35821,1
43238,1
28617,1
47720,1
49356,0
46608,1
29680,1
30892,0
33505,0
13697,0
30021,1
45102,1
49836,0
28762,1
14046,0
35971,1
34258,0
48100,0
34199,1
14820,0
32986,0
48725,1
3956,0
38551,1
23328,0
24165,0
33707,0
42946,0
30720,0
43675,0
24887,0
30919,0
17676,0
43864,1
33749,1
13549,0
43411,1
14655,0
45172,1
32005,1
49465,1
13204,0
16613,0
32946,1
33555,1
40034,0
7331,0
35887,1
33468,1
44888,1
32945,1
20483,0
47813,1
33897,1
29737,0
38435,0
38607,1
10,0
48351,0
28309,0
35436,1
7955,0
43605,1
49859,0
33898,1
36318,0
29931,0
5478,0
36407,1
8607,0
3486,0
39869,0
32037,0
8803,0
47102,1
47044,1
34666,1
31878,0
35689,0
15905,0
35127,1
43618,0
33091,1
30869,1
38170,0
16511,0
31722,1
30501,0
28465,1
27592,0
22263,0
20207,0
32981,1
34307,1
18365,0
46290,0
21303,0
47646,1
43472,1
35976,1
28920,0
31308,1
47620,1
23078,0
31160,1
46171,1
11983,0
30222,1
31465,1
46640,1
47850,1
33304,1
28966,1
35108,0
31632,0
40852,0
31390,0
30423,0
9563,0
46434,1
45333,1
19087,0
23390,0
49967,1
34441,1
37894,0
28892,0
3378,0
46942,1
30522,1
31193,1
49028,1
33406,1
36017,0
49577,1
7431,0
20756,0
9317,0
43428,1
28603,1
33878,0
31136,1
49771,1
42413,0
11924,0
6707,0
35201,0
35118,0
30958,1
44884,1
48419,0
31668,0
31709,1
36167,0
15824,0
48413,1
33680,1
36112,1
33476,0
31855,0
49474,1
24781,0
49696,1
13332,0
13959,0
26865,0
1089,0
35661,1
25709,0
6773,0
35014,1
48619,1
44638,1
33254,1
43928,1
30228,0
22118,0
47407,1
30934,1
6548,0
49806,0
34623,0
32075,1
16309,0
38771,0
49274,1
28147,0
49562,1
20722,0
15533,0
29456,0
8101,0
46912,1
21955,0
28951,1
48910,1
28330,0
24918,0
35305,0
34506,1
48409,1
47082,1
48013,1
35000,1
11214,0
48280,0
7945,0
40019,0
48733,1
25801,0
23471,0
4976,0
45839,1
47904,1
30231,1
34759,1
48679,1
30362,0
23618,0
43631,0
6952,0
31811,1
33509,1
26445,0
48081,1
3136,0
17701,0
33652,1
45774,1
24735,0
3412,0
32960,1
30972,1
30573,1
29157,1
12040,0
14684,0
33698,1
29610,1
49191,1
30310,1
42007,0
27484,0
32906,1
1836,0
46542,1
20857,0
44980,0
34969,1
35934,0
44684,1
22709,0
30251,1
30311,1
35011,1
31601,1
26639,0
19509,0
31994,0
48966,1
47921,1
19264,0
31056,1
43518,1
35030,1
30687,0
23547,0
45461,1
49459,1
42976,0
45548,1
47784,0
45476,1
29006,1
1021,0
30754,1
29658,1
26324,0
45784,1
319,0
4130,0
6464,0
14270,0
31748,1
15262,0
29816,0
37052,0
30876,1
46505,1
47473,0
44759,1
48328,1
48272,1
29059,1
30155,1
38570,0
476,0
32939,1
32358,0
23608,0
47824,0
861,0
442,0
48252,1
39308,0
47219,1
43585,1
48920,1
12510,0
21042,0
33033,1
34168,1
37069,0
47858,0
46090,1
45349,1
31449,1
23928,0
523,0
1518,0
33515,1
10751,0
43987,1
22023,0
44777,1
29582,1
30677,1
18606,0
47112,1
31417,1
31975,1
35377,1
13034,0
35380,1
46389,1
32858,1
6920,0
49239,1
49839,1
43643,1
29984,0
4358,0
30555,1
18194,0
47650,1
30271,1
36163,1
30984,0
43836,1
36652,0
22298,0
19007,0
48460,1
1931,0
24844,0
31827,1
36296,1
20081,0
3364,0
33968,1
26217,0
43334,1
3309,0
48436,1
35594,1
28923,1
15707,0
29846,0
37172,0
38831,0
29643,1
49228,0
18088,0
47069,1
46483,1
30392,0
20321,0
49736,1
31301,1
46971,1
13699,0
38441,0
44825,0
44161,1
31261,1
25711,0
28307,0
45498,0
25702,0
47825,0
32633,1
45402,1
20563,0
29017,1
25838,0
21796,0
31745,1
29939,1
47144,1
5538,0
13669,0
48345,0
1854,0
44653,1
31086,0
35848,0
43377,1
29054,1
45763,1
31022,1
4734,0
32386,1
35690,0
6872,0
47601,1
13618,0
37115,0
43886,1
31791,1
44567,0
34814,0
34344,1
30510,1
39923,0
31208,1
38322,0
44401,1
34053,1
34699,0
31125,0
48416,1
33590,1
33958,1
49553,0
22510,0
11112,0
27556,0
3878,0
29030,1
48944,1
33066,1
25716,0
25736,0
17604,0
48144,1
30470,1
48560,0
44126,0
40540,0
40484,0
47101,1
10671,0
30673,0
48986,1
13278,0
45794,1
14962,0
32728,1
48043,1
7887,0
43543,1
8648,0
29992,1
20823,0
3928,0
29466,1
19894,0
39594,0
39734,0
32827,0
25878,0
47178,1
19070,0
33016,1
5846,0
33043,0
29141,1
35289,1
21570,0
33711,1
4893,0
1436,0
49395,1
16418,0
28390,0
31666,1
45994,0
38520,0
48064,1
44704,1
26483,0
45320,1
28419,1
33368,1
32055,1
13761,0
23643,0
30244,1
47744,1
7122,0
46467,1
33156,1
34062,0
43550,1
40800,0
41214,0
41314,0
22621,0
34744,1
5436,0
47369,0
46812,1
45094,0
6746,0
30048,1
19137,0
47619,1
39941,0
31589,1
29824,1
13107,0
47417,1
26800,0
43626,0
48222,1
18893,0
21816,0
37152,0
4247,0
48926,0
48149,1
6747,0
30363,1
44260,1
49427,1
26556,0
44787,1
30331,1
21601,0
36045,1
36060,1
30388,0
42687,0
43435,1
34317,1
2986,0
34502,0
29699,0
37194,0
1683,0
12867,0
24731,0
34390,0
32096,1
48590,1
12165,0
41385,0
899,0
29198,1
36956,0
48488,0
38743,0
47228,1
43887,1
42993,0
35846,0
36611,0
47880,1
46004,1
32802,1
34447,1
30490,0
42258,0
44214,1
48132,1
34547,1
1256,0
32378,1
31942,1
30495,1
32411,0
29426,1
35299,1
15092,0
18767,0
28882,1
30034,0
23913,0
12734,0
12764,0
44325,1
44569,1
44900,1
47222,1
29627,1
23110,0
49381,1
14162,0
36314,1
10239,0
4094,0
30198,0
22561,0
36184,1
19603,0
43204,1
16004,0
48945,0
42416,0
31472,1
5613,0
29740,1
46388,1
7167,0
35557,1
16518,0
14904,0
31178,1
44663,1
17520,0
33119,1
19863,0
28520,0
34171,0
8597,0
12643,0
36108,0
9115,0
31529,1
26765,0
48783,1
40824,0
46225,1
14127,0
47056,1
37048,0
46294,1
5887,0
24360,0
4936,0
32502,0
31527,1
47104,0
43475,0
32899,1
20144,0
17126,0
32534,0
35398,1
29190,1
30111,1
48628,1
32693,1
28557,1
45948,0
47177,1
47046,0
33708,1
15399,0
44099,0
46714,1
49778,0
29958,1
43811,1
6980,0
33139,1
16549,0
33934,1
45747,1
30158,1
43699,1
13062,0
1092,0
30821,1
43627,1
33842,0
48789,1
6184,0
23860,0
12246,0
47055,1
39394,0
48469,0
32330,1
40423,0
33323,1
43200,1
48465,0
47778,1
38555,1
44003,1
17147,0
47715,0
145,0
4825,0
46510,0
34038,1
17948,0
11844,0
46414,1
45007,1
8845,0
46619,1
29447,1
32430,1
43007,0
30961,1
39958,0
46212,0
44549,1
43668,1
12053,0
29137,1
33835,1
32661,1
35246,1
36081,0
28105,0
26954,0
35719,1
22893,0
39930,0
28773,1
47433,1
1517,0
31165,1
49015,1
14160,0
43607,1
47211,1
39331,0
25610,0
3734,0
31391,1
46853,0
28363,0
12014,0
31339,1
33644,0
31127,1
45893,1
8777,0
48758,1
35106,1
36794,0
4172,0
33462,1
16571,0
49450,1
8166,0
14735,0
9856,0
43650,0
47920,1
48032,1
38611,1
34741,0
32427,0
43476,1
31996,1
33218,0
32943,0
47878,1
43956,1
28749,1
10847,0
18837,0
49922,1
12299,0
29669,1
32214,1
18764,0
44641,1
32198,1
49772,1
550,0
49340,0
36164,1
39825,0
30294,1
48764,0
201,0
38683,0
45255,0
25835,0
32476,1
45775,1
48008,1
39459,0
29272,1
27651,0
37532,0
32254,1
29663,1
48778,1
46570,0
44611,1
47976,1
33595,1
32,0
25177,0
16968,0
31706,1
13211,0
11407,0
30515,1
18313,0
15059,0
30705,1
43427,1
8540,0
28909,1
34555,1
32451,0
29579,1
7621,0
46420,1
14660,0
42691,0
29789,1
6477,0
19857,0
48924,1
30278,1
29024,1
29774,0
18332,0
12253,0
49606,1
33974,1
30814,0
46695,1
3757,0
35330,1
4666,0
46647,1
34773,1
14789,0
7108,0
33945,1
36207,1
46256,1
6597,0
33279,1
45842,1
31023,1
31030,1
26813,0
28448,0
49661,0
32164,0
20620,0
35120,1
42818,0
38559,0
48359,1
47274,1
27532,0
49052,1
44021,0
43182,0
31744,1
2025,0
44392,0
26848,0
31032,1
23437,0
43850,1
45505,1
49339,1
36331,1
5729,0
32515,1
36218,1
7686,0
10986,0
27752,0
47456,1
28523,0
42893,0
16609,0
33608,1
31752,1
21942,0
48306,1
39713,0
15019,0
48847,1
30344,1
3822,0
39267,0
33782,0
33362,1
29429,1
20619,0
43912,1
47520,1
43906,0
31618,1
48201,1
44751,1
47925,0
33378,1
49065,1
47832,1
35780,0
44479,1
143,0
7344,0
10362,0
30696,1
37963,0
14580,0
26017,0
6233,0
29762,0
11234,0
28642,1
45503,1
35301,1
48788,1
24325,0
45271,1
38328,0
30751,1
9512,0
31697,1
46383,1
31318,0
29183,1
32180,1
46697,1
44921,0
45131,1
21169,0
47015,1
7710,0
47291,0
46869,0
29520,1
49080,1
31418,1
28991,0
47239,1
43260,1
45627,1
44463,1
41614,0
33611,1
30426,0
9826,0
44624,1
47722,1
32972,1
70,0
32528,1
40380,0
30897,0
35283,1
49447,1
33243,1
31661,1
23067,0
46641,1
34008,1
32636,1
2084,0
46800,1
47528,0
15497,0
14000,0
31401,1
32886,1
32859,0
47762,0
34239,0
32404,1
22808,0
7194,0
42574,0
245,0
45193,1
46574,1
48735,1
20654,0
30545,0
27070,0
47561,0
35515,1
45906,0
43530,1
26989,0
33963,0
49399,0
36035,1
12313,0
37215,0
10597,0
19484,0
29677,0
30223,1
45881,0
28343,0
47678,1
33766,1
32179,1
36319,1
40533,0
46813,1
17491,0
7893,0
35662,0
31010,1
28221,0
29008,1
43382,1
45411,1
22845,0
31226,1
35313,1
1868,0
29114,1
32157,1
1307,0
32129,1
34455,1
1537,0
36765,0
38240,0
36132,1
44296,1
21848,0
23593,0
23237,0
49452,1
41966,0
32265,0
48671,1
49189,1
1444,0
26340,0
48077,1
44802,1
47234,0
20973,0
39503,0
23025,0
42293,0
44090,0
27207,0
45074,1
36122,1
34397,1
16675,0
43720,1
47481,0
36074,1
31883,1
20795,0
40813,0
45366,1
